#月,日,時,分,傾斜面日射強度,直達日射強度,散乱光日射強度,反射光日射強度,水平面日射強度,PV電力,発電電力,PV電圧,PV電流,PV温度,外気温度,システム出力係数,PV効率,PV電力(定格比),発電電力(定格比)
#月,日,時,分,kW/㎡,kW/㎡,kW/㎡,kW/㎡,kW/㎡,kW,kW,V,A,℃,℃,%,%,kW/kWp,kW/kWp
4,13,10,0,0.80,0.62,0.18,0.00,0.76,69.88,49.50,382.44,182.72,45.95,18.65,63.71,20.54,0.72,0.51
4,13,10,30,0.88,0.69,0.19,0.00,0.83,75.95,49.50,379.98,199.87,49.38,19.40,58.01,20.33,0.78,0.51
4,13,11,0,0.92,0.72,0.20,0.00,0.87,79.15,49.50,378.38,209.18,51.35,19.90,55.31,20.20,0.82,0.51
4,13,11,30,0.97,0.76,0.21,0.00,0.91,82.25,49.50,376.70,218.33,53.29,20.40,52.88,20.07,0.85,0.51
4,13,12,0,0.98,0.77,0.21,0.00,0.92,83.20,49.50,375.95,221.32,54.07,20.70,52.13,20.01,0.86,0.51
4,13,12,30,0.99,0.78,0.21,0.00,0.93,84.11,49.50,375.41,224.04,54.82,21.00,51.43,19.96,0.87,0.51
4,13,13,0,0.96,0.75,0.20,0.00,0.89,81.23,49.50,376.41,215.81,53.34,20.85,53.53,20.06,0.84,0.51
4,13,13,30,0.92,0.72,0.20,0.00,0.86,78.26,49.50,377.56,207.29,51.85,20.70,55.84,20.17,0.81,0.51
4,13,14,0,0.86,0.66,0.19,0.00,0.80,73.64,49.50,378.85,194.38,49.98,20.85,59.71,20.29,0.76,0.51
4,13,14,30,0.80,0.61,0.18,0.00,0.75,68.90,49.50,379.90,181.36,48.10,21.00,64.18,20.40,0.71,0.51
4,13,15,0,0.71,0.54,0.17,0.00,0.67,61.66,49.50,381.96,161.42,44.51,20.50,72.45,20.61,0.64,0.51
4,13,15,30,0.61,0.46,0.16,0.00,0.58,54.17,49.50,383.54,141.23,40.90,20.00,83.20,20.80,0.56,0.51
4,13,16,0,0.50,0.36,0.14,0.00,0.48,44.71,43.90,384.61,116.24,36.55,19.45,90.20,20.98,0.46,0.45
4,13,16,30,0.39,0.26,0.13,0.00,0.38,35.00,34.37,383.29,91.33,32.21,18.90,90.76,21.11,0.36,0.36
4,13,17,0,0.27,0.16,0.11,0.00,0.27,24.29,23.86,381.37,63.70,27.15,17.95,91.11,21.19,0.25,0.25
4,13,17,30,0.15,0.06,0.09,0.00,0.15,13.75,13.50,374.05,36.75,22.21,17.00,91.09,21.18,0.14,0.14
4,13,18,0,0.08,0.03,0.05,0.00,0.08,7.19,7.06,363.29,19.79,19.21,16.50,91.44,21.27,0.07,0.07
4,13,18,30,0.02,0.00,0.02,0.00,0.02,1.91,1.87,336.88,5.66,16.64,16.00,103.32,24.03,0.02,0.02
4,13,19,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.75,15.75,0.00,0.00,0.00,0.00
4,13,19,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.50,15.50,0.00,0.00,0.00,0.00
4,13,20,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.95,14.95,0.00,0.00,0.00,0.00
4,13,20,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.40,14.40,0.00,0.00,0.00,0.00
4,13,21,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.10,13.10,0.00,0.00,0.00,0.00
4,13,21,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.80,11.80,0.00,0.00,0.00,0.00
4,13,22,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.40,11.40,0.00,0.00,0.00,0.00
4,13,22,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.00,11.00,0.00,0.00,0.00,0.00
4,13,23,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.80,10.80,0.00,0.00,0.00,0.00
4,13,23,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.60,10.60,0.00,0.00,0.00,0.00
4,14,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,0.00,0.00,0.00,0.00
4,14,0,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,0.00,0.00,0.00,0.00
4,14,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.50,9.50,0.00,0.00,0.00,0.00
4,14,1,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,9.00,0.00,0.00,0.00,0.00
4,14,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.55,8.55,0.00,0.00,0.00,0.00
4,14,2,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.10,8.10,0.00,0.00,0.00,0.00
4,14,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.90,7.90,0.00,0.00,0.00,0.00
4,14,3,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.70,7.70,0.00,0.00,0.00,0.00
4,14,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.65,7.65,0.00,0.00,0.00,0.00
4,14,4,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.60,7.60,0.00,0.00,0.00,0.00
4,14,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.35,7.35,0.00,0.00,0.00,0.00
4,14,5,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.10,7.10,0.00,0.00,0.00,0.00
4,14,6,0,0.02,0.00,0.02,0.00,0.02,2.42,2.37,349.51,6.92,8.67,7.85,101.36,23.57,0.02,0.02
4,14,6,30,0.08,0.03,0.05,0.00,0.08,5.01,4.92,362.78,13.81,11.18,8.60,67.02,15.59,0.05,0.05
4,14,7,0,0.18,0.11,0.07,0.00,0.18,9.47,9.30,352.62,26.86,16.35,10.15,52.73,12.26,0.10,0.10
4,14,7,30,0.30,0.20,0.10,0.00,0.29,16.32,16.02,363.04,44.94,21.77,11.70,55.90,13.00,0.17,0.17
4,14,8,0,0.41,0.29,0.12,0.00,0.40,23.87,23.44,338.79,70.45,27.78,13.70,58.49,13.60,0.25,0.24
4,14,8,30,0.53,0.39,0.14,0.00,0.51,34.31,33.70,350.97,97.77,33.67,15.70,65.89,15.32,0.35,0.35
4,14,9,0,0.63,0.48,0.15,0.00,0.60,44.64,41.95,337.10,132.43,38.22,16.80,68.82,16.73,0.46,0.43
4,14,9,30,0.73,0.56,0.17,0.00,0.69,62.11,49.49,371.86,167.02,42.77,17.90,69.92,20.04,0.64,0.51
4,14,10,0,0.81,0.63,0.18,0.00,0.77,70.67,49.50,381.89,185.06,46.61,18.95,62.88,20.50,0.73,0.51
4,14,10,30,0.90,0.70,0.20,0.00,0.84,76.86,49.50,378.92,202.83,50.45,20.00,57.13,20.26,0.79,0.51
4,14,11,0,0.94,0.74,0.21,0.00,0.88,80.38,49.50,377.24,213.06,52.51,20.45,54.25,20.12,0.83,0.51
4,14,11,30,0.99,0.77,0.21,0.00,0.93,83.78,49.50,375.46,223.13,54.56,20.90,51.68,19.98,0.87,0.51
4,14,12,0,0.99,0.78,0.21,0.00,0.93,83.66,49.50,375.49,222.80,54.73,21.10,51.72,19.97,0.86,0.51
4,14,12,30,0.99,0.78,0.21,0.00,0.93,83.49,49.50,375.28,222.49,54.88,21.30,51.80,19.95,0.86,0.51
4,14,13,0,0.96,0.76,0.21,0.00,0.90,81.80,49.50,375.86,217.62,54.11,21.30,53.02,20.01,0.85,0.51
4,14,13,30,0.94,0.74,0.20,0.00,0.88,80.04,49.50,376.44,212.62,53.31,21.30,54.33,20.07,0.83,0.51
4,14,14,0,0.88,0.68,0.19,0.00,0.83,75.13,49.50,377.73,198.89,51.30,21.45,58.28,20.20,0.78,0.51
4,14,14,30,0.81,0.63,0.18,0.00,0.77,70.08,49.50,378.88,184.96,49.26,21.60,62.87,20.33,0.72,0.51
4,14,15,0,0.72,0.55,0.17,0.00,0.68,62.83,49.50,380.63,165.06,46.02,21.45,70.79,20.52,0.65,0.51
4,14,15,30,0.63,0.48,0.15,0.00,0.60,55.35,49.50,381.95,144.90,42.77,21.30,81.02,20.69,0.57,0.51
4,14,16,0,0.52,0.37,0.14,0.00,0.49,45.59,44.77,383.22,118.97,38.27,20.75,89.81,20.89,0.47,0.46
4,14,16,30,0.40,0.27,0.13,0.00,0.39,35.57,34.93,382.06,93.11,33.78,20.20,90.42,21.03,0.37,0.36
4,14,17,0,0.29,0.18,0.10,0.00,0.28,25.50,25.04,380.41,67.03,29.14,19.45,90.76,21.11,0.26,0.26
4,14,17,30,0.17,0.10,0.08,0.00,0.17,15.41,15.14,374.08,41.20,24.56,18.70,90.75,21.11,0.16,0.16
4,14,18,0,0.10,0.05,0.05,0.00,0.10,8.65,8.50,365.09,23.70,21.13,17.85,90.92,21.15,0.09,0.09
4,14,18,30,0.02,0.00,0.02,0.00,0.02,2.26,2.22,340.23,6.66,17.79,17.00,99.53,23.15,0.02,0.02
4,14,19,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.30,16.30,0.00,0.00,0.00,0.00
4,14,19,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.60,15.60,0.00,0.00,0.00,0.00
4,14,20,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.60,14.60,0.00,0.00,0.00,0.00
4,14,20,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.60,13.60,0.00,0.00,0.00,0.00
4,14,21,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.10,13.10,0.00,0.00,0.00,0.00
4,14,21,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.60,12.60,0.00,0.00,0.00,0.00
4,14,22,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.20,12.20,0.00,0.00,0.00,0.00
4,14,22,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.80,11.80,0.00,0.00,0.00,0.00
4,14,23,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.50,11.50,0.00,0.00,0.00,0.00
4,14,23,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.20,11.20,0.00,0.00,0.00,0.00
4,15,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.00,11.00,0.00,0.00,0.00,0.00
4,15,0,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.00,11.00,0.00,0.00,0.00,0.00
4,15,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.75,10.75,0.00,0.00,0.00,0.00
4,15,1,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.50,10.50,0.00,0.00,0.00,0.00
4,15,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.75,10.75,0.00,0.00,0.00,0.00
4,15,2,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.00,11.00,0.00,0.00,0.00,0.00
4,15,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.85,10.85,0.00,0.00,0.00,0.00
4,15,3,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.70,10.70,0.00,0.00,0.00,0.00
4,15,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.85,10.85,0.00,0.00,0.00,0.00
4,15,4,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.00,11.00,0.00,0.00,0.00,0.00
4,15,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.25,11.25,0.00,0.00,0.00,0.00
4,15,5,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.50,11.50,0.00,0.00,0.00,0.00
4,15,6,0,0.03,0.00,0.03,0.00,0.03,2.68,2.64,347.89,7.72,12.89,11.95,98.59,22.93,0.03,0.03
4,15,6,30,0.07,0.01,0.05,0.00,0.07,5.25,5.15,360.46,14.56,14.68,12.40,79.45,18.48,0.05,0.05
4,15,7,0,0.12,0.02,0.10,0.00,0.12,9.68,9.50,373.93,25.87,17.01,12.90,81.15,18.87,0.10,0.10
4,15,7,30,0.18,0.03,0.15,0.00,0.18,14.74,14.48,378.67,38.93,19.42,13.40,84.45,19.64,0.15,0.15
4,15,8,0,0.19,0.01,0.18,0.00,0.19,16.68,16.38,381.11,43.76,19.78,13.30,88.76,20.64,0.17,0.17
4,15,8,30,0.20,0.00,0.20,0.00,0.20,18.14,17.81,381.79,47.50,20.03,13.20,91.69,21.33,0.19,0.18
4,15,9,0,0.37,0.10,0.26,0.00,0.36,30.56,30.01,391.37,78.09,28.31,15.85,84.67,19.69,0.32,0.31
4,15,9,30,0.53,0.21,0.32,0.00,0.51,45.65,44.83,382.77,119.26,36.44,18.50,87.79,20.42,0.47,0.46
4,15,10,0,0.69,0.42,0.26,0.00,0.65,60.18,49.50,382.89,157.17,43.25,19.90,74.49,20.68,0.62,0.51
4,15,10,30,0.84,0.64,0.20,0.00,0.79,72.55,49.50,378.63,191.60,50.00,21.30,60.60,20.28,0.75,0.51
4,15,11,0,0.88,0.66,0.21,0.00,0.82,74.88,49.50,376.97,198.64,51.91,22.10,58.35,20.16,0.77,0.51
4,15,11,30,0.91,0.69,0.22,0.00,0.85,77.12,49.50,375.25,205.53,53.80,22.90,56.29,20.03,0.80,0.51
4,15,12,0,0.87,0.58,0.29,0.00,0.82,73.74,49.50,375.55,196.36,52.91,23.45,59.04,20.09,0.76,0.51
4,15,12,30,0.82,0.47,0.35,0.00,0.78,70.38,49.50,375.78,187.28,52.04,24.00,62.04,20.14,0.73,0.51
4,15,13,0,0.81,0.48,0.33,0.00,0.77,69.59,49.50,376.69,184.75,51.09,23.45,62.93,20.21,0.72,0.51
4,15,13,30,0.80,0.50,0.30,0.00,0.76,68.74,49.50,377.59,182.06,50.12,22.90,63.91,20.27,0.71,0.51
4,15,14,0,0.75,0.46,0.29,0.00,0.71,64.37,49.50,378.40,170.10,48.41,23.05,68.59,20.37,0.67,0.51
4,15,14,30,0.69,0.41,0.28,0.00,0.66,59.89,49.50,379.08,157.99,46.68,23.20,74.06,20.47,0.62,0.51
4,15,15,0,0.50,0.23,0.27,0.00,0.48,43.95,43.16,381.03,115.35,38.62,21.70,89.65,20.85,0.45,0.45
4,15,15,30,0.30,0.05,0.25,0.00,0.29,26.69,26.21,380.10,70.23,30.37,20.20,90.58,21.07,0.28,0.27
4,15,16,0,0.17,0.02,0.15,0.00,0.17,15.38,15.10,373.77,41.14,24.85,19.00,90.67,21.09,0.16,0.16
4,15,16,30,0.05,0.00,0.05,0.00,0.05,4.24,4.16,351.89,12.04,19.37,17.80,92.84,21.59,0.04,0.04
4,15,17,0,0.04,0.00,0.04,0.00,0.04,3.32,3.26,346.79,9.57,18.61,17.40,94.66,22.02,0.03,0.03
4,15,17,30,0.02,0.00,0.02,0.00,0.03,2.42,2.37,341.41,7.08,17.85,17.00,98.49,22.91,0.02,0.02
4,15,18,0,0.02,0.00,0.02,0.00,0.02,1.63,1.60,333.62,4.89,16.92,16.40,107.32,24.96,0.02,0.02
4,15,18,30,0.01,0.00,0.01,0.00,0.01,0.85,0.83,320.84,2.63,15.99,15.80,150.59,35.02,0.01,0.01
4,15,19,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.75,15.75,0.00,0.00,0.00,0.00
4,15,19,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.70,15.70,0.00,0.00,0.00,0.00
4,15,20,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.80,15.80,0.00,0.00,0.00,0.00
4,15,20,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.90,15.90,0.00,0.00,0.00,0.00
4,15,21,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.75,15.75,0.00,0.00,0.00,0.00
4,15,21,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.60,15.60,0.00,0.00,0.00,0.00
4,15,22,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.55,15.55,0.00,0.00,0.00,0.00
4,15,22,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.50,15.50,0.00,0.00,0.00,0.00
4,15,23,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.40,15.40,0.00,0.00,0.00,0.00
4,15,23,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.30,15.30,0.00,0.00,0.00,0.00
4,16,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,15.00,0.00,0.00,0.00,0.00
4,16,0,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,15.00,0.00,0.00,0.00,0.00
4,16,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.85,14.85,0.00,0.00,0.00,0.00
4,16,1,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.70,14.70,0.00,0.00,0.00,0.00
4,16,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.55,14.55,0.00,0.00,0.00,0.00
4,16,2,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.40,14.40,0.00,0.00,0.00,0.00
4,16,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.55,14.55,0.00,0.00,0.00,0.00
4,16,3,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.70,14.70,0.00,0.00,0.00,0.00
4,16,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.70,14.70,0.00,0.00,0.00,0.00
4,16,4,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.70,14.70,0.00,0.00,0.00,0.00
4,16,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.50,14.50,0.00,0.00,0.00,0.00
4,16,5,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.30,14.30,0.00,0.00,0.00,0.00
4,16,6,0,0.03,0.00,0.03,0.00,0.03,2.54,2.50,344.51,7.38,15.54,14.65,98.51,22.91,0.03,0.03
4,16,6,30,0.05,0.00,0.05,0.00,0.05,4.47,4.39,355.37,12.57,16.65,15.00,93.31,21.70,0.05,0.05
4,16,7,0,0.14,0.05,0.09,0.00,0.14,9.26,9.09,359.23,25.77,20.84,16.15,68.04,15.83,0.10,0.09
4,16,7,30,0.24,0.09,0.14,0.00,0.24,16.46,16.17,377.29,43.64,25.45,17.30,69.70,16.21,0.17,0.17
4,16,8,0,0.35,0.17,0.18,0.00,0.34,23.30,22.88,368.96,63.15,29.89,17.95,67.33,15.66,0.24,0.24
4,16,8,30,0.46,0.24,0.22,0.00,0.44,32.40,31.82,365.80,88.58,34.23,18.60,71.55,16.64,0.33,0.33
4,16,9,0,0.40,0.13,0.27,0.00,0.39,32.60,32.01,389.41,83.71,32.13,18.50,82.55,19.20,0.34,0.33
4,16,9,30,0.34,0.02,0.31,0.00,0.33,30.02,29.48,383.30,78.31,29.81,18.40,90.78,21.11,0.31,0.30
4,16,10,0,0.54,0.22,0.32,0.00,0.52,47.70,46.84,384.35,124.11,37.95,19.65,89.97,20.92,0.49,0.48
4,16,10,30,0.74,0.41,0.33,0.00,0.70,64.18,49.50,381.03,168.44,45.99,20.90,69.32,20.53,0.66,0.51
4,16,11,0,0.84,0.57,0.27,0.00,0.79,72.28,49.50,378.20,191.11,50.33,21.70,60.76,20.26,0.75,0.51
4,16,11,30,0.94,0.74,0.21,0.00,0.89,79.85,49.50,374.91,212.99,54.58,22.50,54.22,19.98,0.83,0.51
4,16,12,0,0.96,0.75,0.21,0.00,0.90,80.64,49.50,373.97,215.63,55.50,23.00,53.52,19.91,0.83,0.51
4,16,12,30,0.97,0.76,0.21,0.00,0.91,81.37,49.50,373.04,218.13,56.40,23.50,52.86,19.85,0.84,0.51
4,16,13,0,0.92,0.71,0.21,0.00,0.87,78.00,49.50,374.65,208.19,54.47,23.15,55.53,19.98,0.81,0.51
4,16,13,30,0.87,0.66,0.21,0.00,0.82,74.51,49.50,376.17,198.06,52.52,22.80,58.52,20.12,0.77,0.51
4,16,14,0,0.84,0.64,0.20,0.00,0.79,71.50,49.50,376.82,189.74,51.37,22.95,61.21,20.19,0.74,0.51
4,16,14,30,0.80,0.61,0.18,0.00,0.75,68.41,49.50,377.42,181.25,50.19,23.10,64.20,20.26,0.71,0.51
4,16,15,0,0.71,0.54,0.17,0.00,0.67,61.17,49.50,378.37,161.65,47.65,23.60,72.32,20.41,0.63,0.51
4,16,15,30,0.62,0.46,0.16,0.00,0.59,53.74,49.50,377.74,142.26,45.10,24.10,82.82,20.53,0.56,0.51
4,16,16,0,0.51,0.36,0.14,0.00,0.49,44.71,43.90,379.12,117.92,40.76,23.45,89.13,20.73,0.46,0.45
4,16,16,30,0.40,0.27,0.13,0.00,0.39,35.43,34.79,379.37,93.38,36.42,22.80,89.76,20.88,0.37,0.36
4,16,17,0,0.28,0.17,0.11,0.00,0.28,25.04,24.59,377.99,66.25,31.33,21.75,90.20,20.98,0.26,0.25
4,16,17,30,0.17,0.08,0.09,0.00,0.17,14.74,14.48,371.59,39.67,26.34,20.70,90.25,20.99,0.15,0.15
4,16,18,0,0.09,0.04,0.05,0.00,0.09,7.92,7.78,361.63,21.91,23.07,20.05,90.44,21.04,0.08,0.08
4,16,18,30,0.02,0.00,0.02,0.00,0.02,2.08,2.05,335.29,6.22,20.12,19.40,100.15,23.29,0.02,0.02
4,16,19,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.50,19.50,0.00,0.00,0.00,0.00
4,16,19,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.60,19.60,0.00,0.00,0.00,0.00
4,16,20,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.70,19.70,0.00,0.00,0.00,0.00
4,16,20,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.80,19.80,0.00,0.00,0.00,0.00
4,16,21,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.90,19.90,0.00,0.00,0.00,0.00
4,16,21,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,20.00,0.00,0.00,0.00,0.00
4,16,22,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,20.00,0.00,0.00,0.00,0.00
4,16,22,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,20.00,0.00,0.00,0.00,0.00
4,16,23,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.85,19.85,0.00,0.00,0.00,0.00
4,16,23,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.70,19.70,0.00,0.00,0.00,0.00
4,17,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.80,19.80,0.00,0.00,0.00,0.00
4,17,0,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.80,19.80,0.00,0.00,0.00,0.00
4,17,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.70,19.70,0.00,0.00,0.00,0.00
4,17,1,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.60,19.60,0.00,0.00,0.00,0.00
4,17,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.45,19.45,0.00,0.00,0.00,0.00
4,17,2,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.30,19.30,0.00,0.00,0.00,0.00
4,17,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.20,19.20,0.00,0.00,0.00,0.00
4,17,3,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.10,19.10,0.00,0.00,0.00,0.00
4,17,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.20,19.20,0.00,0.00,0.00,0.00
4,17,4,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.30,19.30,0.00,0.00,0.00,0.00
4,17,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.05,19.05,0.00,0.00,0.00,0.00
4,17,5,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.80,18.80,0.00,0.00,0.00,0.00
4,17,6,0,0.01,0.00,0.01,0.00,0.01,1.06,1.04,322.99,3.28,18.24,17.95,126.88,29.51,0.01,0.01
4,17,6,30,0.01,0.00,0.01,0.00,0.01,1.29,1.26,328.56,3.92,17.48,17.10,116.02,26.98,0.01,0.01
4,17,7,0,0.03,0.00,0.03,0.00,0.03,2.76,2.71,343.30,8.03,18.54,17.55,96.52,22.45,0.03,0.03
4,17,7,30,0.05,0.00,0.05,0.00,0.05,4.25,4.17,351.77,12.08,19.58,18.00,92.77,21.58,0.04,0.04
4,17,8,0,0.07,0.00,0.07,0.00,0.07,6.26,6.14,358.36,17.46,20.46,18.10,91.31,21.24,0.06,0.06
4,17,8,30,0.09,0.00,0.09,0.00,0.09,8.31,8.16,364.12,22.83,21.36,18.20,90.86,21.13,0.09,0.08
4,17,9,0,0.09,0.00,0.09,0.00,0.09,7.83,7.69,363.29,21.55,21.02,18.05,90.95,21.15,0.08,0.08
4,17,9,30,0.08,0.00,0.08,0.00,0.08,7.35,7.22,362.39,20.28,20.68,17.90,91.07,21.18,0.08,0.07
4,17,10,0,0.08,0.00,0.08,0.00,0.08,6.99,6.87,361.79,19.33,20.30,17.65,91.20,21.21,0.07,0.07
4,17,10,30,0.07,0.00,0.07,0.00,0.08,6.64,6.52,361.15,18.38,19.91,17.40,91.36,21.25,0.07,0.07
4,17,11,0,0.07,0.00,0.07,0.00,0.08,6.64,6.52,361.11,18.39,19.96,17.45,91.35,21.25,0.07,0.07
4,17,11,30,0.07,0.00,0.07,0.00,0.08,6.64,6.52,361.07,18.40,20.01,17.50,91.33,21.24,0.07,0.07
4,17,12,0,0.08,0.00,0.08,0.00,0.08,7.01,6.88,362.06,19.36,20.05,17.40,91.26,21.23,0.07,0.07
4,17,12,30,0.08,0.00,0.08,0.00,0.08,7.38,7.24,362.99,20.32,20.09,17.30,91.21,21.21,0.08,0.07
4,17,13,0,0.08,0.00,0.08,0.00,0.08,6.76,6.64,361.23,18.72,20.21,17.65,91.26,21.23,0.07,0.07
4,17,13,30,0.07,0.00,0.07,0.00,0.07,6.15,6.04,358.16,17.17,20.32,18.00,91.37,21.25,0.06,0.06
4,17,14,0,0.06,0.00,0.06,0.00,0.06,5.43,5.33,356.27,15.24,19.79,17.75,91.78,21.35,0.06,0.06
4,17,14,30,0.05,0.00,0.05,0.00,0.05,4.72,4.63,354.06,13.32,19.26,17.50,92.39,21.49,0.05,0.05
4,17,15,0,0.05,0.00,0.05,0.00,0.05,4.24,4.16,352.09,12.04,19.17,17.60,92.89,21.60,0.04,0.04
